link,text,date,Likes,Comments
https://twitter.com/quant_arb/status/1608974420256911362#m,Startup idea:  (maybe this will become a series lol)  ChatGPT + Camera + Microphone + Screen -> WaifuGPT.  OnlyFans has proved simps will pay for anything. Use ChatGPT to create a Waifu simulation for those poor souls.   I’m not kidding people would buy this junk.,"Dec 30, 2022 · 11:52 PM UTC",105.0,6.0
https://twitter.com/deadcoder0904/status/1608966919847313413#m,"common ways startups fail:  1. terrible idea. solution looking for a problem. 2. choose vitamins. not painkillers. vitamins are optional. painkillers are not. 3. not consistent at building new features, marketing, seo. 4. skill deficit. 5. ""too hard"" idea. 6. ignorance.","Dec 30, 2022 · 11:23 PM UTC",1.0,1.0
https://twitter.com/MenloVentures/status/1608964609482031105#m,"As 2022 winds down, we want to wish everyone a Happy New Year and recognize all the amazing founders and startups out there! Your hard work, dedication, and innovative ideas propel us forward. Across the Menlo portfolio, we are grateful to work with such incredible people.Cheers!","Dec 30, 2022 · 11:13 PM UTC",13.0,1.0
https://twitter.com/LuoSays/status/1608963076451364868#m,"It is EarlyBird, a no-code landing page builder for early-stage startups to validate ideas before burning time and money on product development.","Dec 30, 2022 · 11:07 PM UTC",1.0,0.0
https://twitter.com/HottestStartups/status/1608960134948220929#m,"Startup idea: No straight, unbroken path exists from simple to more complex development, either in thought or history.","Dec 30, 2022 · 10:56 PM UTC",0.0,0.0
https://twitter.com/SimmplyShelli/status/1608960055797518338#m,"I just loaded up my game and it said there was an SDX drop. Any ideas? I can't find information about it, but I do have settings check only on startup and manual download & am in a different save (but loaded early this morning).","Dec 30, 2022 · 10:55 PM UTC",0.0,0.0
https://twitter.com/ptsi/status/1608959060887638018#m,"Twitter is a great resource for discovering new ideas.  But Twitter is also the battleground for many little tribal culture wars:  About being woke, about AI art, about how hard startup founders need to work, about erratic billionaires, about what defines success.","Dec 30, 2022 · 10:51 PM UTC",1.0,1.0
https://twitter.com/BadSoftwareIdea/status/1608947446515654657#m,"Startup idea: A startup that delivers you a bad, custom-made pun every day","Dec 30, 2022 · 10:05 PM UTC",0.0,0.0
https://twitter.com/JoeVignolo/status/1608947036077834241#m,Here Are 31 Low Startup Cost Business Ideas for Teens via @ATouchOfBiz https://buff.ly/3Nt7CHP,"Dec 30, 2022 · 10:04 PM UTC",0.0,0.0
https://twitter.com/startupideas29/status/1608946181450928130#m,"Startup Idea 3128: A startup that wants to build a better way to manage your real estate investments, including home equity lines of credit and real estate crowdfunding investments. #StartupIdeas #BusinessIdeas","Dec 30, 2022 · 10:00 PM UTC",0.0,0.0
https://twitter.com/myles_ponsonby/status/1608939228821323780#m,"If you want to bring your business idea to the UK, you’ll need either an Innovator or a Startup Visa. Learn which is the best option for you. @tdpel #business #visaapplications #entrepreneurship https://hubs.li/Q01tyTSS0","Dec 30, 2022 · 9:32 PM UTC",0.0,0.0
https://twitter.com/AttittudTalent/status/1608934002924175361#m,#AttittudBusiness Montar un negocio con baja inversión es una opción muy válida para muchos emprendedores en aquellos sectores posibilidades de crecimiento. La entrada Ideas de baja...  #negocios #startup https://my.mtr.cool/yyeotdmcxi,"Dec 30, 2022 · 9:12 PM UTC",0.0,0.0
https://twitter.com/sonamvelani/status/1608932334304387072#m,And the best part - you've met new friends and collectively taken #ClimateAction to make the world a better place:  👯‍♀️ 60% made a new friend 🌎 58% learned more about climate change 💡 39% are exploring startup ideas  We're excited to support the NY community in 2023 and beyond!,"Dec 30, 2022 · 9:05 PM UTC",1.0,1.0
https://twitter.com/TellMeMoreIm6/status/1608932075243204608#m,"Dad, tell me what's on your mind?  #business #idea #plan #startup #entrepreneur #innovation","Dec 30, 2022 · 9:04 PM UTC",0.0,0.0
https://twitter.com/danm2021/status/1608928225534836736#m,"Asking people about problems doesnt get you very far. Asking their ideas is a much more interesting conversation. Sometimes ideas are interesting or terrible. But more often than not, they actually have no ideas. That is why I relate to startups a lot. People work on a solution","Dec 30, 2022 · 8:49 PM UTC",0.0,0.0
https://twitter.com/jacubwilliamson/status/1608927639917711361#m,This is a great idea. A river guide for equity. Kind of similar to the advisory share pool in the startup world.,"Dec 30, 2022 · 8:46 PM UTC",0.0,1.0
https://twitter.com/metznev/status/1608927360170217473#m,Ten Low-Cost / No-Cost Startup Ideas to Help You Ditch Your Day Job 4MDMMCB  https://www.amazon.com/dp/B0B1BJC9RQ?tag=mertzkengtorphy-20,"Dec 30, 2022 · 8:45 PM UTC",0.0,0.0
https://twitter.com/IngAlejoGomez/status/1608925672612982784#m,"Las startups crean una competencia que a las grandes empresas no les gusta, eso es lo que quieres decir, es mejor que las grandes empresas sean las únicas que creen puestos de trabajo en lugar de que más gente tenga una idea para montar su propio negocio.","Dec 30, 2022 · 8:39 PM UTC",0.0,0.0
