link,text,date,Likes,Comments
https://twitter.com/ldtestino/status/1575636150768652288#m,"Memphis gets the @business treatment in this story about racism in bond market. Interesting idea to watch as Shelby faces funding hundreds of millions $ in capital needs for schools, regional trauma center   https://www.bloomberg.com/news/features/2022-09-29/-black-tax-costs-us-cities-millions-to-borrow-on-wall-street","Sep 29, 2022 · 11:58 PM UTC",11,2
https://twitter.com/zeditip/status/1575636067365052418#m,BUSINESS IDEA THAT’S RIGHT FOR YOU❗️  Online  Business Success 🌠Success isn't measured by money or power or social rank.  🌠Success is measured by your discipline and inner peace.  🕊️REACH YOUR INNER PEACE AND GROW YOUR HEART 💓WITH US.  https://youtu.be/Yl0g...,"Sep 29, 2022 · 11:58 PM UTC",0,0
https://twitter.com/mrpoppington/status/1575635985068531714#m,I hate that the music industry has become about “breaking records” and not about the sole idea of making music and creating videos… i get that everything is business but please some balance…,"Sep 29, 2022 · 11:57 PM UTC",1,0
https://twitter.com/AbzSajad/status/1575635937677037569#m,"Haha, I agree 100%. The planning phase is just an excuse to cover the fact they haven't made any real effort to start their business.  It will probably just remain an idea for ever lol","Sep 29, 2022 · 11:57 PM UTC",1,1
https://twitter.com/Xavier_Assoc/status/1575635330622955524#m,4 Business Ideas That Changed the World: Trailer https://hbr.org/podcast/2022/09/4-business-ideas-that-changed-the-world-trailer #AskXavier #business #strategy #marketing #toronto #canada,"Sep 29, 2022 · 11:55 PM UTC",1,0
https://twitter.com/ShortFormErnie/status/1575635280073469952#m,"I was reading up on this guy. He’s the dude who negotiates all their behind-the-scenes business deals and tries to get Apple the best rates possible.  Apple will probably pay more for goods now that he’s out. But come on, quoting a crass joke in an old movie is a bad idea.","Sep 29, 2022 · 11:54 PM UTC",0,2
https://twitter.com/DerekSt80520879/status/1575635174716743680#m,Somebody needs to look into his Kids Business dealings in Ukraine!! That's a good idea 🙂👍💯,"Sep 29, 2022 · 11:54 PM UTC",1,0
https://twitter.com/ironman20054/status/1575634508413423617#m,Didn't they change the name from GOFF... or do you mean George Sharpe changes his name and finds a new business to work ing?  Also a great idea.,"Sep 29, 2022 · 11:51 PM UTC",2,0
https://twitter.com/group_kq/status/1575634471293943808#m,Introducing 4 Business Ideas That Changed the World https://kqeducationgroup.com/introducing-4-business-ideas-that-changed-the-world/,"Sep 29, 2022 · 11:51 PM UTC",0,0
https://twitter.com/beckypierson/status/1575634358676832259#m,What is it about an airplane that makes my brain explode w ideas?  I wrote 5 articles + 2 business plans on my flight from Austin tonight while feeling totally exhausted post-retreat.  Is there some kind of entrepreneurial energetic plane at 36k ft? Pun intended.  Anyone else??,"Sep 29, 2022 · 11:51 PM UTC",4,2
https://twitter.com/BamendaFormwork/status/1575633734304518145#m,4 Business Ideas That Changed the World: Trailer https://ift.tt/0RG2Z3y,"Sep 29, 2022 · 11:48 PM UTC",0,0
https://twitter.com/MotivationGuild/status/1575633505685340162#m,"#9.  They're Still in the 'Idea' Phase  Ideation buyers are still in the early stages of their business or possibly haven't even made the effort to start one.  If someone is telling you that they're still in the ideation phase, they may not be ready to commit.","Sep 29, 2022 · 11:47 PM UTC",0,1
https://twitter.com/eliant_capital/status/1575633006911401984#m,"No idea when I get power back and classes cancelled for the entire week next week, headed home and will be back in business tomorrow, will feel good to be fully operating with power. Crazy how my house who was in a direct hit has power but my house at college doesn’t lol.","Sep 29, 2022 · 11:45 PM UTC",55,6
https://twitter.com/davidchao/status/1575632972300095488#m,4 Business Ideas That Changed the World: Trailer https://ift.tt/wYqxcPe,"Sep 29, 2022 · 11:45 PM UTC",0,0
https://twitter.com/AusPolMate/status/1575632967082221570#m,"An article on News Corps rags concerning repetitional damage.  News Corps existence and business model is built of destroying reputations.  I was unsure about this issue at the start, but I am now shifting against the idea of only ‘extraordinary circumstances’ limitations","Sep 29, 2022 · 11:45 PM UTC",43,1
https://twitter.com/Thundamentalz/status/1575632478777544704#m,Damn Ngl I got no idea. Got some business to attend to tho after watching the vid,"Sep 29, 2022 · 11:43 PM UTC",1,0
https://twitter.com/AgadirGroup/status/1575632382513729537#m,Introducing 4 Business Ideas That Changed the World agadir-group.com/introducing…,"Sep 29, 2022 · 11:43 PM UTC",0,0
https://twitter.com/Im_AliMustafa/status/1575632084508475397#m,4 Business Ideas That Changed the World: Trailer  https://hbr.org/podcast/2022/09/4-business-ideas-that-changed-the-world-trailer?utm_source=twitter&utm_medium=Mir+Mustafa+Ali&utm_campaign=publer,"Sep 29, 2022 · 11:42 PM UTC",0,0
https://twitter.com/AngelicaAmarand/status/1575631662750253057#m,IdeaBank - We Invest In Your Great Ideas  IdeaBank allows Business Owners of all kinds to post your Companies / Projects.   List Your Company by creating your profile free at  ideabank.news #Banks,"Sep 29, 2022 · 11:40 PM UTC",0,0
https://twitter.com/coldcasenotes/status/1575631460500795392#m,So your brilliant idea is to put a guy with more evidence of dementia? 😆😆😆😆😆😆😆😆😆. Or do you really think trump has telepathic powers? I mean y’all already think he’s Jesus so I guess,"Sep 29, 2022 · 11:39 PM UTC",0,0
