link,text,date,Likes,Comments
https://twitter.com/JocelynBrewer/status/1509309856750391298#m,What Jocelyn did with her post DoE life:  Got a sustainable business idea into this female founders start-up course! https://www.techreadywomen.academy/femalefounderprogram,"Mar 30, 2022 · 11:21 PM UTC",4,0
https://twitter.com/VictorDominello/status/1509271976468094976#m,Our start-up and emerging tech sector is constantly buzzing with new ideas and great innovation.  We need to tap into this fresh way of thinking to try and solve societal challenges.  With this in mind we are going to launch a SMART TANK 🏆,"Mar 30, 2022 · 8:50 PM UTC",1,1
https://twitter.com/Sid_talkss/status/1509248604988645376#m,U Don't select idea of start-up If u do chances of survival are less.  If idea chooses you then it's a win win game in any season.  If you know you know! Owise ye bouncer hi jayega,"Mar 30, 2022 · 7:18 PM UTC",1,1
https://twitter.com/XionShep/status/1509217840439648270#m,"👀👀 Yo, checkout this start-up custom furry clothing store! Unique design ideas! They are open for commissions right now as well!","Mar 30, 2022 · 5:15 PM UTC",11,0
https://twitter.com/LewesDC/status/1509213906174156806#m,"Free Business Start-up Workshop for residents in the #Lewes district with a business idea or who have just started business  📆  Wed, 6 April 2022 ⏰  10:00 – 16:30  🏤  Lewes Town Hall  For info and to book see: https://bit.ly/3ramrGn","Mar 30, 2022 · 5:00 PM UTC",2,0
https://twitter.com/Cryptowithkhan/status/1509212016518795264#m,Start-up idea de diya @CryptooAdy Bhai aapne to 🧐,"Mar 30, 2022 · 4:52 PM UTC",28,4
https://twitter.com/poesenergy/status/1509205981808447490#m,"""Ocean Connector: From Idea to Start-Up""  ⏰ 31 March 2022 | 4:00 pm - 6:00 pm (AST) | Colin MacLean Hall   📌 Registration:  https://www.eventbrite.ca/.../ocean-connector-from-idea...","Mar 30, 2022 · 4:28 PM UTC",2,0
https://twitter.com/apurpleofficial/status/1509204555111743490#m,On-Demand #startup Ideas are gaining a lot of popularity as people are heading toward convenient options.  Are you curious to explore similar start-up ideas?  Check out the best 14 ideas.https://bit.ly/3CBIucm #OnDemand #appdevelopment,"Mar 30, 2022 · 4:23 PM UTC",3,0
https://twitter.com/dmuleicester/status/1509199157952712710#m,"DMU graduate Sam Flynn, who set up his own payment splitting app, has raised $150,000 for his start-up idea 💰💼👏  Check out the full story in @businesslive 📰  👉https://www.business-live.co.uk/technology/graduate-wins-114k-funding-payment-23517529👈","Mar 30, 2022 · 4:01 PM UTC",1,0
https://twitter.com/theindiangirl__/status/1509191533630697474#m,💡 Start-up Idea : 10 minute medicine delivery.   It would be much needed in upcoming times because of 10 minute fast food delivery.  What do you think? 💬,"Mar 30, 2022 · 3:31 PM UTC",59,25
https://twitter.com/daveykmedia/status/1509186780867743747#m,"I have no idea what's going on with my Logitech G Hub software anymore. It was working without any issue up until about a week ago when I started getting messages saying it's encountered a critical problem at start-up. I don't know what broke, but reinstalling didn't fix it.","Mar 30, 2022 · 3:12 PM UTC",1,1
https://twitter.com/RagzReluctantly/status/1509186621681246214#m,"It's this utterly reductive idea that everything can be solved if only they devoted a few hours in a single day to it. It's not a fuckin' marketing pitch, you idiots. Or a start-up. There's a real urgent serious need for interdisciplinary study. 2/n","Mar 30, 2022 · 3:11 PM UTC",1,1
